index,station_id,matched_name,score
193,66dc8c90-0aca-11e7-82f6-3863bb44ef7c,e 23 st and 1 ave,1.0
194,66db34fc-0aca-11e7-82f6-3863bb44ef7c,e 25 st and 1 ave,1.0
195,66dc9223-0aca-11e7-82f6-3863bb44ef7c,e 27 st and 1 ave,1.0
196,66dc89ae-0aca-11e7-82f6-3863bb44ef7c,1 ave and e 30 st,1.0
197,61c82689-3f4c-495d-8f44-e71de8f04088,e 33 st and 1 ave,1.0
198,1893622839585237496,2 ave and e 31 st,1.0
199,cdb6e2aa-4da3-4ed7-9b13-ce626addf6b0,2 ave and e 29 st,1.0
200,66dc7957-0aca-11e7-82f6-3863bb44ef7c,e 25 st and 2 ave,1.0
201,6ff2eec8-2b72-490a-b1c3-f9892ab3a724,e 22 st and 2 ave,1.0
202,66dc259a-0aca-11e7-82f6-3863bb44ef7c,e 20 st and 2 ave,1.0
203,55f6b830-e43e-4227-bfc7-683465236d94,e 17 st and 2 ave,1.0
204,66db6963-0aca-11e7-82f6-3863bb44ef7c,e 15 st and 3 ave,1.0
205,647a2a80-9630-41b0-9b91-1f464b0bf3cc,e 16 st and irving pl,1.0
206,66db8c10-0aca-11e7-82f6-3863bb44ef7c,e 19 st and 3 ave,1.0
207,66dc7773-0aca-11e7-82f6-3863bb44ef7c,e 20 st and park ave,1.0
208,876683ce-9bce-4fad-8d1c-6b331fa07b5c,gramercy park n and gramercy park e,1.0
209,66dc8a3d-0aca-11e7-82f6-3863bb44ef7c,lexington ave and e 24 st,1.0
210,66dc6a86-0aca-11e7-82f6-3863bb44ef7c,e 24 st and park ave s,1.0
211,7c7cb750-6613-48a4-bfae-9240968f1fad,e 26 st and 3 ave,1.0
212,454b4a83-d0b1-42a2-8163-261e2a9d6ab9,lexington ave and e 26 st,1.0
213,06109e92-4363-445a-9743-0457f6799530,madison ave and e 26 st,1.0
214,e6c2a46e-431a-4101-af84-870f660ff4cb,e 27 st and park ave s,1.0
215,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,lexington ave and e 29 st,1.0
216,66dc3e89-0aca-11e7-82f6-3863bb44ef7c,e 31 st and 3 ave,1.0
217,66dc8d1d-0aca-11e7-82f6-3863bb44ef7c,e 30 st and park ave s,1.0
218,66dc3a1a-0aca-11e7-82f6-3863bb44ef7c,e 32 st and park ave,1.0
219,5c3c345d-1975-400d-a9d8-18815816886e,5 ave and e 30 st,1.0
220,daefc84c-1b16-4220-8e1f-10ea4866fdc7,broadway and w 25 st,1.0
221,5f7ac86c-1a98-4603-8749-4bb83ac84acd,broadway and e 21 st,1.0
222,3d340fc5-8c86-4d5e-974d-ae28958e61e8,w 20 st and 5 ave,1.0
223,1975518133370609774,broadway and e 19 st,1.0
224,1975518396279321266,e 17 st and broadway,1.0
225,66db6387-0aca-11e7-82f6-3863bb44ef7c,broadway and e 14 st,1.0
226,b30815c0-99b6-451b-be15-902992cb8abb,university pl and e 14 st,1.0
227,eafa19ed-88c2-4efc-bd73-3961f85b6063,w 13 st and 5 ave,1.0
228,1963272613486484230,e 15 st and 5 ave,1.0
229,66dc741f-0aca-11e7-82f6-3863bb44ef7c,e 16 st and 5 ave,1.0
230,09dfc0e3-a448-477c-bb3c-9467dc51ef8d,w 15 st and 6 ave,1.0
231,66db33fc-0aca-11e7-82f6-3863bb44ef7c,w 18 st and 6 ave,1.0
232,66dc120f-0aca-11e7-82f6-3863bb44ef7c,w 21 st and 6 ave,1.0
233,66dc2995-0aca-11e7-82f6-3863bb44ef7c,w 25 st and 6 ave,1.0
234,1794096976946852066,w 27 st and 6 ave,1.0
235,1960021358478625244,w 27 st and 7 ave,1.0
236,66dc1c5c-0aca-11e7-82f6-3863bb44ef7c,w 24 st and 7 ave,1.0
